mmctrl,56,8,001A0559,0,1,1,4294967295,0,0
mmicon,200,160,003DAAF3,0,1,1,4294967295,0,1
mmicon,200,112,00349A40,0,1,1,4294967295,0,1
mmicon,272,64,00142E19,0,1,1,4294967295,0,1
mmicon,384,16,0039808E,0,1,1,4294967295,0,1
mmicon,128,64,00038874,0,1,1,4294967295,0,1
mmicon,16,16,00076CDC,0,1,1,4294967295,0,1
mmicon,200,64,0034BDE0,0,1,1,4294967295,0,1
mmicon,128,112,0009F13C,0,1,1,4294967295,0,1
mmicon,272,112,00073747,0,1,1,4294967295,0,1
mmicon,272,160,00328911,0,1,1,4294967295,0,1
mmicon,128,160,0006476C,0,1,1,4294967295,0,1
mmlegends,200,216,000B392A,0,1,1,4294967295,0,0
runespawner,88,8,001D42B7,0,1,1,4294967295,0,0
segafadein,72,8,000560C5,0,1,1,4294967295,0,0
